gene_id,DRR546743,DRR546744,DRR546790,SRR2960319,SRR5889337,SRR8996966,SRR8996977,SRR8997009
gene-LOC100684726|LOC100684726,49,29,87,78,0,201,809,91
gene-LOC119870768|LOC119870768,0,0,0,0,0,0,0,0
gene-LOC100685460|LOC100685460,89,90,113,50,8,18,39,25
gene-CEP43|CEP43,107,145,204,193,168,298,940,88
gene-CCR6|CCR6,7,5,9,20,18,34,97,7
gene-RNASET2|RNASET2,1131,1987,3849,6488,873,4328,5100,646
gene-GPR31|GPR31,252,18,43,340,20,38,733,200
gene-TTLL2|TTLL2,0,0,0,0,0,0,0,0
gene-LOC111095971|LOC111095971,4,10,0,9,2,6,10,0
gene-LOC106559705|LOC106559705,0,0,0,0,0,0,0,0
gene-LOC111095989|LOC111095989,0,0,0,0,3,0,0,0
gene-LOC111095973|LOC111095973,0,0,0,3,0,7,0,0
gene-UNC93A|UNC93A,607,148,326,1416,1446,1733,11297,803
gene-LOC102153253|LOC102153253,10,15,27,322,263,327,263,77
gene-LOC100855528|LOC100855528,709,538,840,776,833,1825,1356,831
gene-KIF25|KIF25,0,0,0,0,0,0,15,0
gene-LOC119870772|LOC119870772,0,0,0,6,0,0,0,16
gene-LOC102153625|LOC102153625,0,0,3,0,0,0,0,0
gene-DACT2|DACT2,4,3,8,7,27,6,15,3
gene-FRMD1|FRMD1,528,380,484,2564,380,2101,1888,333
gene-LOC119870159|LOC119870159,0,0,0,0,0,0,0,0
gene-AFDN|AFDN,1610,2960,2691,10657,3324,9086,10304,3879
gene-SMOC2|SMOC2,522,1234,400,1233,1381,1407,3425,378
gene-THBS2|THBS2,425,154,923,560,334,660,661,164
gene-CALHM6|CALHM6,52,66,115,169,112,315,1427,148
gene-WDR27|WDR27,38,0,61,194,62,91,632,58
gene-DSE|DSE,832,173,829,2155,759,708,8082,1687
gene-LOC119870773|LOC119870773,3,2,1,1,1,0,1,0
gene-ZUP1|ZUP1,148,147,301,196,344,303,1262,330
gene-LOC106558702|LOC106558702,0,0,0,0,0,0,0,0
gene-KPNA5|KPNA5,284,206,609,266,421,472,1192,668
gene-TRAPPC3L|TRAPPC3L,16,9,39,27,17,25,155,28
gene-CALHM4|CALHM4,0,0,4,0,0,0,0,2
gene-CALHM5|CALHM5,6,13,220,14,37,41,303,29
gene-RWDD1|RWDD1,1637,1484,1554,1218,2898,3475,7767,2561
gene-DCBLD1|DCBLD1,93,136,66,171,71,118,765,137
gene-GOPC|GOPC,561,504,866,1634,974,1514,2916,1396
gene-NUS1|NUS1,1360,1812,2154,3637,3055,3995,7675,4165
gene-LOC111096094|LOC111096094,0,0,0,6,3,0,7,0
gene-CEP85L|CEP85L,29,89,42,21,37,25,168,42
gene-LOC111096081|LOC111096081,0,0,0,0,0,0,0,0
gene-LOC106558793|LOC106558793,0,0,1,2,0,0,0,0
gene-PLN|PLN,7,0,218,7,63,96,270,48
gene-MCM9|MCM9,541,401,657,596,722,863,1652,835
gene-LOC119869945|LOC119869945,0,0,0,0,0,0,0,0
gene-LOC111096167|LOC111096167,0,0,0,0,0,0,0,0
gene-LOC119870779|LOC119870779,0,0,0,0,0,0,0,0
gene-LOC111096168|LOC111096168,0,2,3,11,17,31,15,8
gene-FAM184A|FAM184A,12,0,17,26,86,36,93,19
gene-LOC111098530|LOC111098530,0,0,2,0,0,2,0,0
gene-ASF1A|ASF1A,180,236,428,367,544,589,2664,443
gene-LOC119870782|LOC119870782,0,0,0,16,3,8,9,0
gene-LOC119876504|LOC119876504,0,0,0,2,0,0,4,0
gene-LOC119870783|LOC119870783,13,0,0,11,7,42,43,7
gene-LOC119870672|LOC119870672,0,0,0,0,0,0,9,0
gene-LOC119870175|LOC119870175,335,129,159,181,0,13,42,2
gene-LOC119870781|LOC119870781,0,0,3,36,0,0,0,9
gene-LOC102156986|LOC102156986,0,0,4,110,0,0,12,0
gene-MAN1A1|MAN1A1,9942,5505,17928,24476,22586,22945,71112,27013
gene-GJA1|GJA1,62,277,985,596,691,393,1581,533
gene-LOC111096171|LOC111096171,0,0,0,0,0,0,2,0
gene-TBC1D32|TBC1D32,58,120,176,73,102,103,286,106
gene-LOC102157283|LOC102157283,16,28,82,77,66,115,248,79
gene-PKIB|PKIB,285,1175,598,1721,866,731,13062,432
gene-LOC100687864|LOC100687864,0,0,0,8,0,0,0,0
gene-LOC111096205|LOC111096205,0,0,0,3,0,0,12,0
gene-FABP7|FABP7,0,39,24,48,0,29,84,0
gene-SMPDL3A|SMPDL3A,568,242,2640,874,159,131,52132,653
gene-HSF2|HSF2,230,142,422,222,263,235,996,296
gene-SERINC1|SERINC1,8899,5916,11016,17419,19557,18869,51609,19154
gene-RNF217|RNF217,1080,1056,2281,1847,2208,3899,5155,4461
gene-TPD52L1|TPD52L1,318,48,26,689,80,131,591,201
gene-LOC612667|LOC612667,12,8,17,8,10,2,12,6
gene-HEY2|HEY2,0,0,10,0,0,0,43,0
gene-LOC119870788|LOC119870788,0,0,13,0,8,0,0,0
gene-LOC119870180|LOC119870180,0,8,5,0,0,8,6,8
gene-TRNAE-CUC|TRNAE-CUC,0,0,0,0,0,0,0,0
gene-HDDC2|HDDC2,746,762,164,1108,620,2320,3537,433
gene-NKAIN2|NKAIN2,11,4,2,56,34,113,12,52
gene-LOC111096209|LOC111096209,0,0,0,0,0,0,0,0
gene-LOC106558814|LOC106558814,0,0,0,0,0,0,0,0
gene-TRNAK-CUU|TRNAK-CUU,0,0,0,0,0,0,0,0
gene-LOC119870675|LOC119870675,7,9,9,2,2,5,15,4
gene-LOC111096224|LOC111096224,0,0,0,0,0,0,0,0
gene-NCOA7|NCOA7,617,831,1041,625,1291,1109,4730,849
gene-TRMT11|TRMT11,136,66,218,209,282,251,938,258
gene-LOC119869935|LOC119869935,0,0,1,0,0,0,0,0
gene-LOC119870791|LOC119870791,0,0,0,0,0,0,0,3
gene-CENPW|CENPW,55,33,81,25,23,37,183,24
gene-HINT3|HINT3,3090,3265,4865,2774,4385,5157,22007,4414
gene-LOC100684456|LOC100684456,47,111,88,49,92,105,171,132
gene-RSPO3|RSPO3,124,8,19,648,709,1405,2548,1361
gene-LOC102153070|LOC102153070,0,0,0,0,0,0,0,0
gene-LOC612687|LOC612687,61,93,93,52,19,73,29,29
gene-RNF146|RNF146,357,330,696,1558,862,1397,4748,1199
gene-LOC100684835|LOC100684835,2,0,0,2,0,1,0,0
gene-KIAA0408|KIAA0408,0,0,10,746,21,20,15,14
gene-SOGA3|SOGA3,0,0,20,100,4,6,0,6
gene-THEMIS|THEMIS,9,0,4,9,9,0,88,13
gene-LOC119864634|LOC119864634,137,298,165,218,0,261,601,0
gene-ECHDC1|ECHDC1,915,2864,1768,12235,3106,9852,8160,2316
gene-LOC119864962|LOC119864962,30,37,68,251,123,339,666,94
gene-LOC119870798|LOC119870798,0,0,0,0,0,0,0,0
gene-ARHGAP18|ARHGAP18,892,1122,1029,934,1203,1041,2813,662
gene-TMEM200A|TMEM200A,33,194,118,88,169,113,336,67
gene-PTPRK|PTPRK,3451,5845,1999,4435,3247,5044,12661,5401
gene-LOC111096273|LOC111096273,0,0,0,11,0,0,0,0
gene-LOC106558822|LOC106558822,0,0,0,0,0,0,0,0
gene-LOC111096271|LOC111096271,95,17,50,75,4,211,467,4
gene-L3MBTL3|L3MBTL3,583,1001,1158,2594,1883,3184,8903,1133
gene-LOC491382|LOC491382,0,16,155,47,323,344,224,251
gene-EPB41L2|EPB41L2,405,380,1216,1895,578,1145,3350,448
gene-LOC102151410|LOC102151410,0,0,0,2,0,0,1,0
gene-LOC119870193|LOC119870193,0,0,4,0,0,0,0,0
gene-AKAP7|AKAP7,475,169,739,696,643,826,1954,808
gene-LOC119877018|LOC119877018,0,0,2,0,0,6,24,11
gene-FAM240B|FAM240B,0,0,0,0,0,0,7,0
gene-LOC119869879|LOC119869879,0,0,0,0,0,0,0,0
gene-LOC119870805|LOC119870805,0,0,0,0,0,0,2,0
gene-LOC119870806|LOC119870806,0,0,0,0,0,3,0,0
gene-ZNF782|ZNF782,43,50,189,66,220,116,618,129
gene-ZNF510|ZNF510,231,134,368,312,468,493,939,644
gene-CTSV|CTSV,3842,2589,4280,8229,734,15693,37550,958
gene-LOC111096328|LOC111096328,30,11,50,16,72,39,147,53
gene-PRXL2C|PRXL2C,339,317,372,253,259,332,1483,395
gene-LOC100856674|LOC100856674,30,22,23,19,6,4,14,6
gene-CDC14B|CDC14B,1311,743,1594,1211,2174,1779,4324,1837
gene-LOC102157082|LOC102157082,105,14,46,20,30,112,47,56
gene-HABP4|HABP4,753,585,508,1386,783,1644,2126,406
gene-LOC119870808|LOC119870808,13,16,36,47,27,35,90,18
gene-ZNF367|ZNF367,328,454,686,571,985,665,2561,644
gene-LOC102151543|LOC102151543,10,0,23,13,11,21,49,31
gene-LOC106559352|LOC106559352,9,12,12,3,0,4,13,3
gene-SLC35D2|SLC35D2,492,471,479,655,592,1070,1639,365
gene-LOC111096339|LOC111096339,211,0,205,13,7,37,68,42
gene-LOC119866365|LOC119866365,0,0,0,0,0,0,0,0
gene-ERCC6L2|ERCC6L2,525,452,931,380,1016,968,3201,1399
gene-LOC119869958|LOC119869958,0,0,0,1,2,0,0,0
gene-LOC119870809|LOC119870809,0,0,0,0,0,0,0,0
gene-LOC111096340|LOC111096340,0,0,0,11,8,13,8,0
gene-PTCH1|PTCH1,387,555,398,334,412,470,1111,386
gene-LOC111096354|LOC111096354,0,0,0,0,0,0,0,0
gene-LOC100688335|LOC100688335,0,0,0,13,6,0,0,0
gene-LOC102151730|LOC102151730,3857,733,1896,1110,1618,3220,1661,709
gene-FANCC|FANCC,30,47,337,41,14,39,79,20
gene-LOC111096365|LOC111096365,0,0,0,0,0,0,0,0
gene-LOC119870813|LOC119870813,0,0,15,10,11,29,60,24
gene-LOC111096364|LOC111096364,0,0,5,8,0,4,2,4
gene-C1H9orf3|C1H9orf3,2038,170,715,1136,477,1310,2123,431
gene-MIR27B|MIR27B,0,0,0,1,2,0,0,0
rna-NR_049240.1|MIR27B,0,0,0,1,0,0,0,0
gene-MIR23B|MIR23B,0,0,0,0,1,0,0,0
rna-NR_049239.1|MIR23B,0,0,0,0,1,0,0,0
gene-LOC119870812|LOC119870812,0,0,4,10,0,0,0,0
gene-MIR24-1|MIR24-1,7,1,3,6,3,3,5,4
rna-NR_049241.1|MIR24-1,1,1,1,1,1,1,1,1
gene-LOC100688819|LOC100688819,7,3,6,4,41,54,4,53
gene-LOC111096369|LOC111096369,0,30,12,15,82,85,74,0
gene-GAS1|GAS1,85,11,183,381,48,42,61,57
gene-LOC111096374|LOC111096374,0,0,0,0,0,0,0,0
gene-LOC100682577|LOC100682577,0,0,0,0,0,0,0,0
gene-LOC111096376|LOC111096376,0,0,3,0,0,0,16,0
gene-DAPK1|DAPK1,440,1835,644,2741,330,910,1979,591
gene-LOC119870814|LOC119870814,3,8,0,2,0,0,20,0
gene-FBP1|FBP1,6986,16821,9136,18461,21590,34318,98631,24166
gene-TUT7|TUT7,260,455,687,617,771,814,5868,1055
gene-ISCA1|ISCA1,1646,596,2104,2377,1436,3191,15231,5030
gene-LOC111096394|LOC111096394,18,0,39,51,37,32,108,64
gene-LOC111096404|LOC111096404,42,8,190,125,56,15,79,190
gene-LOC484145|LOC484145,58,64,79,51,102,50,337,102
gene-GOLM1|GOLM1,2179,1047,688,1369,2597,1470,5048,1513
gene-NAA35|NAA35,477,564,624,782,456,959,1963,608
gene-LOC111096425|LOC111096425,0,0,3,0,0,0,9,0
gene-AGTPBP1|AGTPBP1,346,338,463,435,407,528,1824,559
gene-LOC106557534|LOC106557534,0,0,39,0,0,0,9,0
gene-LOC100686646|LOC100686646,3,4,5,7,2,1,5,1
gene-LOC119870817|LOC119870817,0,0,0,0,0,0,0,0
gene-NTRK2|NTRK2,13,50,77,38,144,91,497,64
gene-KIF27|KIF27,226,258,284,233,266,130,536,485
gene-LOC100686720|LOC100686720,39,37,23,26,8,31,55,85
gene-LOC119870822|LOC119870822,0,4,7,6,13,9,49,0
gene-RMI1|RMI1,199,118,331,143,526,394,1398,454
gene-LOC106559207|LOC106559207,0,0,2,4,10,3,9,0
gene-LOC119869868|LOC119869868,0,0,0,1,0,0,1,0
gene-MIR7-1|MIR7-1,0,0,3,2,2,1,11,4
rna-NR_049263.1|MIR7-1,0,0,1,1,1,1,1,1
gene-LOC100684152|LOC100684152,0,0,0,0,0,0,0,0
gene-HNRNPK|HNRNPK,7058,9145,11549,20078,6327,21727,72283,6738
gene-C1H9orf64|C1H9orf64,777,1059,919,2293,2092,3090,5719,1866
gene-TRNAR-CCU|TRNAR-CCU,0,0,0,0,0,0,0,0
gene-GKAP1|GKAP1,955,701,884,609,729,1622,4581,733
gene-IDNK|IDNK,143,121,263,1028,1266,1222,3254,382
gene-UBQLN1|UBQLN1,3565,5826,4153,8805,7602,12936,20431,7410
gene-FRMD3|FRMD3,109,846,266,1721,232,456,678,257
gene-LOC111096570|LOC111096570,0,0,0,0,0,0,0,0
gene-RASEF|RASEF,0,758,49,474,615,299,847,144
gene-LOC111096569|LOC111096569,0,0,0,0,0,0,0,0
gene-LOC102155601|LOC102155601,0,0,0,0,0,0,0,0
gene-LOC111096568|LOC111096568,0,0,0,14,0,0,0,0
gene-LOC102155844|LOC102155844,6,0,26,3,3,26,56,45
gene-LOC119877647|LOC119877647,0,0,0,0,0,0,1,0
gene-LOC111096585|LOC111096585,57,26,137,166,123,278,222,315
gene-LOC476315|LOC476315,80,122,22,124,23,45,19,16
gene-TLE1|TLE1,1679,1666,4246,7216,2308,7990,8238,5428
gene-LOC100684877|LOC100684877,2,0,2,1,2,2,2,2
gene-TLE4|TLE4,194,304,355,1091,324,622,2304,316
gene-LOC111096628|LOC111096628,0,0,4,0,0,4,14,3
gene-PSAT1|PSAT1,251,2865,927,1057,296,321,5221,153
gene-CEP78|CEP78,101,128,196,50,163,165,593,184
gene-LOC111096633|LOC111096633,0,0,0,6,16,0,27,0
gene-GNA14|GNA14,97,54,201,315,270,520,1408,394
gene-LOC111096630|LOC111096630,0,0,0,4,0,0,4,0
gene-GNAQ|GNAQ,132,219,112,434,64,76,413,176
gene-VPS13A|VPS13A,2457,2290,2992,1698,1655,2603,4844,2786
gene-LOC100684680|LOC100684680,3,1,1,6,1,0,1,0
gene-GCNT1|GCNT1,158,27,112,967,221,108,3346,700
gene-PRUNE2|PRUNE2,8,32,84,203,319,192,609,115
gene-LOC102157105|LOC102157105,0,0,0,0,0,0,0,0
gene-LOC119869960|LOC119869960,0,0,0,0,0,0,0,0
gene-LOC119875976|LOC119875976,0,0,6,6,16,0,32,20
gene-RFK|RFK,726,433,716,808,1492,1112,5195,1782
gene-LOC119870831|LOC119870831,0,0,0,8,0,0,7,3
gene-PCSK5|PCSK5,630,148,118,223,452,580,1604,642
gene-LOC119870832|LOC119870832,0,0,0,0,0,0,0,0
gene-LOC111096657|LOC111096657,0,0,0,0,41,8,22,43
gene-OSTF1|OSTF1,1903,1785,3474,4657,2317,4608,16255,2882
gene-C1H9orf40|C1H9orf40,105,152,235,143,296,228,725,312
gene-LOC119870833|LOC119870833,498,33,262,284,373,313,244,1188
gene-LOC119869916|LOC119869916,0,0,1,0,0,0,2,3
gene-LOC111096668|LOC111096668,0,2,2,0,0,2,14,0
gene-NMRK1|NMRK1,1816,390,1517,2030,3622,3282,4799,6448
gene-CARNMT1|CARNMT1,842,2024,809,744,811,860,2439,1503
gene-LOC100685845|LOC100685845,38,32,18,32,2,17,17,12
gene-LOC111096676|LOC111096676,0,0,0,0,0,0,0,0
gene-LOC102154310|LOC102154310,0,0,0,0,0,0,0,0
gene-TRPM6|TRPM6,12,46,0,65,0,31,16,3
gene-LOC484167|LOC484167,2,3,1,2,1,4,3,0
gene-RORB|RORB,0,3,21,12,5,5,24,0
gene-ANXA1|ANXA1,1104,344,5358,1711,927,2928,9391,544
gene-LOC111090744|LOC111090744,0,0,3,0,0,21,32,0
gene-TMC1|TMC1,0,0,0,0,0,0,0,0
gene-LOC106559434|LOC106559434,13,9,10,29,29,19,41,21
gene-LOC102153097|LOC102153097,19,0,14,5,8,6,12,0
gene-LOC119870834|LOC119870834,6,0,4,3,0,0,7,0
gene-ZFAND5|ZFAND5,1910,2103,4833,10531,3370,6534,15534,4604
gene-C1H9orf85|C1H9orf85,143,296,223,211,510,19,1257,504
gene-LOC102153343|LOC102153343,0,0,0,0,0,0,0,0
gene-GDA|GDA,1239,5721,4690,10279,2885,1296,2331,929
gene-ABHD17B|ABHD17B,425,434,869,453,1171,1078,3397,1754
gene-CEMIP2|CEMIP2,467,907,1759,6556,343,2576,14887,1634
gene-LOC102153050|LOC102153050,0,0,0,0,0,0,0,0
gene-ALDH1A1|ALDH1A1,45339,4392,33258,85367,25744,67619,24410,22718
gene-TRPM3|TRPM3,31,7,130,70,64,63,52,81
gene-LOC119869915|LOC119869915,0,0,0,0,0,0,0,0
gene-LOC111096727|LOC111096727,0,0,0,0,0,0,0,0
gene-MIR204|MIR204,0,0,0,0,0,0,0,0
rna-NR_049224.1|MIR204,0,0,0,0,0,0,0,0
gene-LOC111096729|LOC111096729,2,0,12,3,0,0,9,2
gene-LOC102154385|LOC102154385,49,52,52,12,7,26,62,15
gene-LOC119875977|LOC119875977,3,0,2,3,9,2,7,17
gene-LOC119870835|LOC119870835,22,0,53,23,47,83,170,105
gene-KLF9|KLF9,817,419,940,1279,276,315,753,1007
gene-LOC100856248|LOC100856248,52,83,128,176,52,162,505,44
gene-SMC5|SMC5,607,609,806,559,676,995,3386,1002
gene-LOC111098535|LOC111098535,2,2,3,6,2,0,3,0
gene-MAMDC2|MAMDC2,33,15,142,74,145,110,300,102
gene-LOC102154836|LOC102154836,60,87,74,34,13,79,61,13
gene-FAM189A2|FAM189A2,50,8,24,285,48,167,529,107
gene-C1H9orf135|C1H9orf135,0,0,0,0,9,9,34,8
gene-PTAR1|PTAR1,450,679,729,594,467,634,1855,940
gene-APBA1|APBA1,58,44,78,434,119,284,721,143
gene-LOC106559460|LOC106559460,0,0,0,10,0,0,0,0
gene-LOC119870838|LOC119870838,32,16,35,105,64,87,255,33
gene-FXN|FXN,208,253,179,407,428,605,1325,163
gene-LOC111096760|LOC111096760,0,0,2,0,0,0,0,0
gene-LOC111096756|LOC111096756,0,0,2,25,0,4,0,3
gene-TJP2|TJP2,1234,2074,1308,3286,2016,2813,6651,2700
gene-LOC102155877|LOC102155877,0,0,4,7,0,3,0,9
gene-LOC102156201|LOC102156201,0,0,0,0,0,0,0,0
gene-TMEM252|TMEM252,8,7,16,16,13,21,72,93
gene-PIP5K1B|PIP5K1B,18,7,39,29,10,17,144,9
gene-LOC111096775|LOC111096775,0,0,0,0,0,0,0,0
gene-LOC111096771|LOC111096771,0,0,4,3,6,6,141,9
gene-PABIR1|PABIR1,101,180,168,294,204,231,1175,209
gene-LOC102156339|LOC102156339,0,0,0,0,0,0,0,0
gene-LOC119869941|LOC119869941,0,0,0,0,0,0,0,0
gene-PGM5|PGM5,1508,2040,1762,4444,1863,4329,9997,1820
gene-CBWD1|CBWD1,335,593,763,1668,1000,1398,5145,727
gene-DOCK8|DOCK8,213,1562,303,923,321,533,5486,648
gene-LOC119869545|LOC119869545,52,6,2,111,21,42,1334,0
gene-KANK1|KANK1,1476,2994,2446,27433,1877,4642,5540,2035
gene-LOC119870839|LOC119870839,0,0,4,45,9,0,14,0
gene-VLDLR|VLDLR,95,70,175,136,187,617,512,191
gene-PUM3|PUM3,447,926,634,1133,583,1453,2671,734
gene-SMARCA2|SMARCA2,1782,1599,1842,6539,2261,3717,4567,2397
gene-LOC119870840|LOC119870840,3,25,17,19,31,9,35,11
gene-LOC102152101|LOC102152101,0,0,0,0,0,0,0,0
gene-LOC609469|LOC609469,13,0,0,11,4,0,10,13
gene-RFX3|RFX3,149,411,1386,376,266,275,1395,421
gene-LOC111096943|LOC111096943,0,0,86,9,0,3,168,47
gene-LOC119870842|LOC119870842,0,0,0,0,3,8,14,0
gene-LOC111096955|LOC111096955,45,32,0,70,24,74,445,299
gene-GLIS3|GLIS3,76,275,226,139,286,84,519,128
gene-LOC111096953|LOC111096953,0,0,0,0,0,0,0,0
gene-LOC111096954|LOC111096954,0,0,0,0,0,0,0,0
gene-LOC111096950|LOC111096950,0,0,0,0,0,0,0,0
gene-LOC119869887|LOC119869887,0,0,0,0,0,0,0,0
gene-LOC119870844|LOC119870844,0,0,0,0,0,0,0,1
gene-LOC100683013|LOC100683013,0,0,0,0,0,0,1,0
gene-LOC111096948|LOC111096948,0,0,0,0,0,0,0,0
gene-LOC111096946|LOC111096946,0,0,0,0,0,0,0,0
gene-LOC111096959|LOC111096959,0,0,0,0,0,0,0,0
gene-SLC1A1|SLC1A1,1554,2331,77,1344,190,482,18572,12751
gene-SPATA6L|SPATA6L,7,9,33,15,7,25,54,16
gene-PLPP6|PLPP6,733,854,825,765,1162,1760,5802,1644
gene-LOC102153759|LOC102153759,22,28,34,0,3,3,9,3
gene-LOC111090784|LOC111090784,3,2,0,6,3,7,9,0
gene-RLN2|RLN2,13,2,13,24,17,29,69,10
gene-CDC37L1|CDC37L1,950,496,974,1519,2549,2533,6173,2002
gene-AK3|AK3,4809,6497,6681,5758,4506,11016,38796,4087
gene-JAK2|JAK2,925,894,880,1115,879,1164,3562,1533
gene-LOC111096968|LOC111096968,0,0,0,6,0,0,1,0
gene-LOC119869883|LOC119869883,0,0,0,0,0,2,0,0
gene-PLGRKT|PLGRKT,335,123,177,491,448,1039,2317,405
gene-LOC111096981|LOC111096981,6,5,56,5,24,7,144,29
gene-LOC119869873|LOC119869873,0,0,0,0,0,0,0,0
gene-LOC111096980|LOC111096980,71,32,474,111,206,114,1284,306
gene-PDCD1LG2|PDCD1LG2,253,29,420,452,319,319,3202,431
gene-CD274|CD274,96,20,96,113,41,47,637,66
gene-RIC1|RIC1,1237,1690,2663,2163,1275,1881,5474,2503
gene-LOC119869928|LOC119869928,0,0,0,0,1,0,0,0
gene-LOC100687983|LOC100687983,5,0,4,7,0,0,6,0
gene-LOC119870232|LOC119870232,0,0,0,0,0,0,0,0
gene-LOC119870849|LOC119870849,1,0,4,0,2,0,1,0
gene-ERMP1|ERMP1,831,1955,1483,1618,787,1741,2105,602
gene-LOC484191|LOC484191,2,0,11,0,0,0,0,0
gene-LOC119869933|LOC119869933,0,0,0,0,0,0,0,0
gene-LOC111097017|LOC111097017,10,0,19,0,0,3,15,3
gene-LOC476346|LOC476346,40,42,29,63,9,15,118,14
gene-SPTLC1|SPTLC1,1112,951,1371,1536,759,1096,3834,839
gene-ROR2|ROR2,16,66,25,61,25,67,131,13
gene-LOC111097025|LOC111097025,0,0,0,0,0,0,0,0
gene-NFIL3|NFIL3,744,634,2308,8977,1607,3527,6731,2712
gene-LOC119869699|LOC119869699,50,33,33,124,60,95,550,21
gene-LOC100684705|LOC100684705,6,13,13,24,5,19,19,7
gene-DIRAS2|DIRAS2,7,0,0,181,131,147,68,44
gene-LOC111097044|LOC111097044,0,0,0,0,0,0,0,0
gene-LOC111097054|LOC111097054,0,0,11,0,4,6,5,33
gene-LOC111097055|LOC111097055,5,5,24,27,7,18,142,34
gene-LOC102156616|LOC102156616,25,24,7,16,17,9,33,46
gene-SYK|SYK,192,110,461,1018,184,371,6231,391
gene-LOC106559506|LOC106559506,0,0,0,0,0,0,0,0
gene-AUH|AUH,2621,1642,2587,4539,2954,4564,5377,2888
gene-GADD45G|GADD45G,1042,445,723,4712,159,649,2162,600
gene-SEMA4D|SEMA4D,206,516,417,3651,1008,2244,5516,776
gene-LOC111097076|LOC111097076,0,8,17,8,9,11,47,7
gene-CKS2|CKS2,277,719,588,437,431,765,2227,499
gene-SECISBP2|SECISBP2,784,1272,1048,2842,1127,2692,5574,1807
gene-S1PR3|S1PR3,152,35,125,488,142,318,484,222
gene-SHC3|SHC3,9,9,53,30,17,29,71,25
gene-LOC111097094|LOC111097094,0,0,0,0,0,0,0,0
gene-SPIN1|SPIN1,777,833,1447,3700,1960,2914,5539,1769
gene-LOC102157320|LOC102157320,4,3,19,48,13,22,88,5
gene-CDK20|CDK20,335,394,643,1506,587,1290,2796,492
gene-LOC111097104|LOC111097104,0,2,8,7,19,15,21,0
rna-NR_128854.1|MIRLET7D,0,0,1,1,1,1,0,0
gene-MIRLET7D|MIRLET7D,1,0,6,17,7,5,13,9
gene-LOC100688015|LOC100688015,4,2,0,2,0,1,5,0
gene-ZNF169|ZNF169,386,322,474,904,791,1303,1972,873
gene-LOC100687380|LOC100687380,51,36,840,667,11,46,25,13
gene-PTPDC1|PTPDC1,6,7,25,3,38,6,93,22
gene-PHF2|PHF2,232,269,559,1305,444,791,2378,591
gene-WNK2|WNK2,0,0,46,31,19,8,41,9
gene-LOC119870862|LOC119870862,0,0,3,0,0,0,24,0
gene-LOC111097145|LOC111097145,0,0,0,0,0,0,0,0
gene-SUSD3|SUSD3,0,41,68,62,0,26,128,0
gene-MIR8893|MIR8893,0,0,0,0,0,1,0,0
rna-NR_128859.1|MIR8893,0,0,0,0,0,0,0,0
gene-NINJ1|NINJ1,420,487,408,1228,753,1775,3897,543
gene-CARD19|CARD19,132,53,151,766,118,279,1243,116
gene-FGD3|FGD3,39,50,97,348,67,162,1354,50
gene-FAM120A|FAM120A,4100,7681,5759,10105,5530,7792,19717,8328
gene-LOC102153628|LOC102153628,0,0,0,3,0,0,2,0
gene-LOC119870863|LOC119870863,0,0,2,8,3,8,9,7
gene-BICD2|BICD2,454,635,914,2604,625,1206,3212,1244
gene-NOL8|NOL8,401,1011,736,944,511,1065,2003,606
gene-LOC106559551|LOC106559551,0,0,53,32,9,14,17,0
gene-ZNF484|ZNF484,57,51,62,64,52,73,203,208
gene-CENPP|CENPP,1930,739,1172,4244,3174,5000,6056,3423
gene-ECM2|ECM2,1003,257,1728,443,1165,1155,566,1395
gene-LOC119869950|LOC119869950,0,0,0,0,0,0,0,0
gene-IPPK|IPPK,213,506,255,1393,326,865,1712,427
gene-ASPN|ASPN,829,113,2465,832,1730,1880,5483,1997
gene-OMD|OMD,3,4,80,3,32,13,54,33
gene-OGN|OGN,7,16,187,37,167,116,145,95
gene-IARS1|IARS1,812,4478,2329,3908,766,2203,5371,1577
gene-LOC119869926|LOC119869926,0,0,0,0,0,0,1,0
gene-LOC119870865|LOC119870865,0,3,0,3,17,3,0,0
gene-MFSD14B|MFSD14B,508,895,1138,1122,1165,1719,4743,1218
gene-ZBTB45|ZBTB45,33,114,119,173,43,129,212,85
gene-LOC100856086|LOC100856086,41,140,64,144,185,147,519,165
gene-MZF1|MZF1,74,80,330,492,247,407,719,282
gene-TRIM28|TRIM28,2293,5805,3413,7258,2299,8019,14884,2625
gene-UBE2M|UBE2M,693,1244,1410,1852,620,1893,3982,604
gene-CHMP2A|CHMP2A,2238,1750,2509,5944,4447,9572,17081,2493
gene-LOC484224|LOC484224,478,139,419,1112,522,1467,2488,765
gene-ZNF132|ZNF132,35,45,151,190,92,134,504,123
gene-LOC111098715|LOC111098715,33,16,102,71,94,112,468,54
gene-ZNF584|ZNF584,70,51,131,95,183,122,449,131
gene-SLC27A5|SLC27A5,30199,13350,17666,111251,13714,82383,129990,16541
gene-LOC119870887|LOC119870887,0,0,0,6,15,5,0,0
gene-A1BG|A1BG,888,24994,54812,95283,122443,315615,60936,60337
gene-ZSCAN22|ZSCAN22,252,410,658,1350,970,1047,1981,1236
gene-ZNF8|ZNF8,171,249,521,577,497,673,1082,556
gene-LOC102154185|LOC102154185,4,1,55,17,5,13,22,6
gene-ZNF329|ZNF329,91,158,276,212,439,368,787,352
gene-LOC102154338|LOC102154338,35,0,97,94,144,240,328,101
gene-ZNF274|ZNF274,187,453,508,1176,667,1027,1576,668
